method,sample_size,replicate,sampled_files,feature,metric,value
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",appropriateness_category,time,985.03713
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,levenshtein,286.0
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,number_of_characters,884.0
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,percentual_error,32.35294117647059
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,time,985.03713
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,levenshtein,9742.0
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,number_of_characters,49942.0
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,percentual_error,19.506627688118215
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,time,985.03713
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",category,levenshtein,1820.0
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",category,number_of_characters,12542.0
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",category,percentual_error,14.511242226120235
camelot,9.0,10.0,"['guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|']",category,time,985.03713
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,levenshtein,2654.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,number_of_characters,15805.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,percentual_error,16.792154381524835
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,time,1080.10144
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,levenshtein,1585.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,number_of_characters,10844.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,percentual_error,14.616377720398377
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,time,1080.10144
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,levenshtein,286.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,number_of_characters,1086.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,percentual_error,26.335174953959484
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,time,1080.10144
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,levenshtein,10155.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,number_of_characters,58604.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,percentual_error,17.328168725684254
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,time,1080.10144
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,levenshtein,1820.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,number_of_characters,15572.0
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,percentual_error,11.687644490110454
camelot,10.0,1.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,time,1080.10144
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",procedure,levenshtein,2654.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",procedure,number_of_characters,15805.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",procedure,percentual_error,16.792154381524835
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",procedure,time,1079.51619
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",appropriateness_category,levenshtein,1585.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",appropriateness_category,number_of_characters,10844.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",appropriateness_category,percentual_error,14.616377720398377
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",appropriateness_category,time,1079.51619
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",relative_radiation_level,levenshtein,286.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",relative_radiation_level,number_of_characters,1086.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",relative_radiation_level,percentual_error,26.335174953959484
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",relative_radiation_level,time,1079.51619
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",subcategory,levenshtein,10155.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",subcategory,number_of_characters,58604.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",subcategory,percentual_error,17.328168725684254
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",subcategory,time,1079.51619
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",category,levenshtein,1820.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",category,number_of_characters,15572.0
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",category,percentual_error,11.687644490110454
camelot,10.0,2.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_cancer_screening.pdf|']",category,time,1079.51619
camelot,10.0,3.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|']",procedure,levenshtein,2654.0
camelot,10.0,3.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|']",procedure,number_of_characters,15805.0
camelot,10.0,3.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|']",procedure,percentual_error,16.792154381524835
camelot,10.0,3.0,"['guideline_breast_implant_evaluation.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_hematuria.pdf|', 'guidelines_chronic_elbow_pain.pdf|']",procedure,time,1079.66173
